incident_id,timestamp,machine_id,tep_tag,phase,synthetic_value,z_score_vs_normal,status
INC0081,2026-03-28T17:10:00,R-101,XMEAS(21),during,74.679,2.316,abnormal
INC0081,2026-03-28T17:25:00,R-101,XMEAS(21),after,82.049,-0.462,normal
INC0082,2026-02-27T10:30:00,F-104,XMEAS(4),before,28.073,0.348,normal
INC0082,2026-02-27T10:45:00,F-104,XMEAS(4),during,20.18,3.359,abnormal
INC0082,2026-02-27T11:00:00,F-104,XMEAS(4),after,20.86,0.717,normal
INC0082,2026-02-27T10:30:00,F-104,XMEAS(6),before,45.478,-0.908,normal
INC0082,2026-02-27T10:45:00,F-104,XMEAS(6),during,32.527,3.664,abnormal
INC0082,2026-02-27T11:00:00,F-104,XMEAS(6),after,22.475,0.921,normal
INC0082,2026-02-27T10:30:00,F-104,XMV(4),before,69.981,0.606,normal
INC0082,2026-02-27T10:45:00,F-104,XMV(4),during,35.716,3.215,abnormal
INC0082,2026-02-27T11:00:00,F-104,XMV(4),after,84.11,-0.503,normal
INC0083,2026-02-16T13:30:00,CW-101,XMEAS(21),before,40.412,-0.262,normal
INC0083,2026-02-16T13:45:00,CW-101,XMEAS(21),during,71.77,3.434,abnormal
INC0083,2026-02-16T14:00:00,CW-101,XMEAS(21),after,45.779,-0.515,normal
INC0083,2026-02-16T13:30:00,CW-101,XMV(10),before,89.845,0.944,normal
INC0083,2026-02-16T13:45:00,CW-101,XMV(10),during,71.272,3.419,abnormal
INC0083,2026-02-16T14:00:00,CW-101,XMV(10),after,75.718,0.093,normal
INC0084,2026-01-02T08:00:00,CW-201,XMEAS(22),before,26.512,0.423,normal
INC0084,2026-01-02T08:15:00,CW-201,XMEAS(22),during,82.81,3.666,abnormal
INC0084,2026-01-02T08:30:00,CW-201,XMEAS(22),after,69.059,0.04,normal
INC0084,2026-01-02T08:00:00,CW-201,XMV(11),before,88.219,-0.255,normal
INC0084,2026-01-02T08:15:00,CW-201,XMV(11),during,26.69,2.244,abnormal
INC0084,2026-01-02T08:30:00,CW-201,XMV(11),after,77.397,-0.733,normal
INC0085,2026-04-12T06:05:00,F-102,XMEAS(2),before,51.47,-0.789,normal
INC0085,2026-04-12T06:20:00,F-102,XMEAS(2),during,28.452,2.634,abnormal
INC0085,2026-04-12T06:35:00,F-102,XMEAS(2),after,73.924,-0.283,normal
INC0085,2026-04-12T06:05:00,F-102,XMV(1),before,52.434,-0.096,normal
INC0085,2026-04-12T06:20:00,F-102,XMV(1),during,26.329,3.549,abnormal
INC0085,2026-04-12T06:35:00,F-102,XMV(1),after,41.295,0.615,normal
INC0086,2026-01-08T02:50:00,R-101,XMEAS(7),before,52.343,-0.5,normal
INC0086,2026-01-08T03:05:00,R-101,XMEAS(7),during,29.786,3.467,abnormal
INC0086,2026-01-08T03:20:00,R-101,XMEAS(7),after,78.126,-0.976,normal
INC0086,2026-01-08T02:50:00,R-101,XMEAS(8),before,29.15,0.965,normal
INC0086,2026-01-08T03:05:00,R-101,XMEAS(8),during,46.057,3.5,abnormal
INC0086,2026-01-08T03:20:00,R-101,XMEAS(8),after,65.128,0.261,normal
INC0086,2026-01-08T02:50:00,R-101,XMEAS(9),before,38.117,0.165,normal
INC0086,2026-01-08T03:05:00,R-101,XMEAS(9),during,21.526,3.482,abnormal
INC0086,2026-01-08T03:20:00,R-101,XMEAS(9),after,83.175,-0.871,normal
INC0086,2026-01-08T02:50:00,R-101,XMEAS(21),before,29.015,-0.113,normal
INC0086,2026-01-08T03:05:00,R-101,XMEAS(21),during,78.055,3.639,abnormal
INC0086,2026-01-08T03:20:00,R-101,XMEAS(21),after,22.989,-0.337,normal
INC0087,2026-01-09T20:50:00,CW-201,XMEAS(22),before,37.205,0.238,normal
INC0087,2026-01-09T21:05:00,CW-201,XMEAS(22),during,48.839,2.602,abnormal
INC0087,2026-01-09T21:20:00,CW-201,XMEAS(22),after,24.269,0.101,normal
INC0087,2026-01-09T20:50:00,CW-201,XMV(11),before,29.607,-0.44,normal
INC0087,2026-01-09T21:05:00,CW-201,XMV(11),during,81.926,2.439,abnormal
INC0087,2026-01-09T21:20:00,CW-201,XMV(11),after,64.153,0.052,normal
INC0088,2026-05-16T20:45:00,T-401,XMEAS(15),before,89.407,-0.883,normal
INC0088,2026-05-16T21:00:00,T-401,XMEAS(15),during,73.679,3.0,abnormal
INC0088,2026-05-16T21:15:00,T-401,XMEAS(15),after,88.179,0.999,normal
INC0088,2026-05-16T20:45:00,T-401,XMEAS(16),before,65.981,-0.8,normal
INC0088,2026-05-16T21:00:00,T-401,XMEAS(16),during,77.14,2.553,abnormal
INC0088,2026-05-16T21:15:00,T-401,XMEAS(16),after,23.914,0.835,normal
INC0088,2026-05-16T20:45:00,T-401,XMEAS(17),before,35.359,0.993,normal
INC0088,2026-05-16T21:00:00,T-401,XMEAS(17),during,75.817,3.539,abnormal
INC0088,2026-05-16T21:15:00,T-401,XMEAS(17),after,78.746,-0.29,normal
INC0088,2026-05-16T20:45:00,T-401,XMEAS(18),before,32.327,0.69,normal
INC0088,2026-05-16T21:00:00,T-401,XMEAS(18),during,76.435,3.107,abnormal
INC0088,2026-05-16T21:15:00,T-401,XMEAS(18),after,83.979,0.395,normal
INC0089,2026-05-01T07:15:00,F-104,XMEAS(4),before,29.134,-0.597,normal
INC0089,2026-05-01T07:30:00,F-104,XMEAS(4),during,84.315,3.319,abnormal
INC0089,2026-05-01T07:45:00,F-104,XMEAS(4),after,42.651,0.689,normal
INC0089,2026-05-01T07:15:00,F-104,XMEAS(6),before,61.063,-0.956,normal
INC0089,2026-05-01T07:30:00,F-104,XMEAS(6),during,74.206,3.659,abnormal
INC0089,2026-05-01T07:45:00,F-104,XMEAS(6),after,80.247,0.693,normal
INC0089,2026-05-01T07:15:00,F-104,XMV(4),before,46.151,0.921,normal
INC0089,2026-05-01T07:30:00,F-104,XMV(4),during,47.692,3.701,abnormal
INC0089,2026-05-01T07:45:00,F-104,XMV(4),after,41.124,-0.798,normal
INC0090,2026-01-28T03:15:00,CW-201,XMEAS(22),before,62.167,-0.935,normal
INC0090,2026-01-28T03:30:00,CW-201,XMEAS(22),during,87.727,3.666,abnormal
INC0090,2026-01-28T03:45:00,CW-201,XMEAS(22),after,59.589,-0.558,normal
INC0090,2026-01-28T03:15:00,CW-201,XMV(11),before,29.845,0.873,normal
INC0090,2026-01-28T03:30:00,CW-201,XMV(11),during,36.66,3.367,abnormal
INC0090,2026-01-28T03:45:00,CW-201,XMV(11),after,31.752,0.965,normal
INC0091,2026-05-21T11:15:00,F-102,XMEAS(2),before,54.516,0.769,normal
INC0091,2026-05-21T11:30:00,F-102,XMEAS(2),during,58.222,2.744,abnormal
INC0091,2026-05-21T11:45:00,F-102,XMEAS(2),after,53.564,-0.797,normal
INC0091,2026-05-21T11:15:00,F-102,XMV(1),before,65.568,0.728,normal
INC0091,2026-05-21T11:30:00,F-102,XMV(1),during,31.386,3.268,abnormal
INC0091,2026-05-21T11:45:00,F-102,XMV(1),after,79.203,-0.853,normal
INC0092,2026-01-04T15:55:00,F-104,XMEAS(4),before,50.394,0.215,normal
INC0092,2026-01-04T16:10:00,F-104,XMEAS(4),during,43.177,2.191,abnormal
INC0092,2026-01-04T16:25:00,F-104,XMEAS(4),after,48.65,0.949,normal
INC0092,2026-01-04T15:55:00,F-104,XMEAS(6),before,84.79,0.108,normal
INC0092,2026-01-04T16:10:00,F-104,XMEAS(6),during,66.242,3.018,abnormal
INC0092,2026-01-04T16:25:00,F-104,XMEAS(6),after,26.714,-0.405,normal
INC0092,2026-01-04T15:55:00,F-104,XMV(4),before,58.476,-0.214,normal
INC0092,2026-01-04T16:10:00,F-104,XMV(4),during,23.815,2.935,abnormal
INC0092,2026-01-04T16:25:00,F-104,XMV(4),after,26.134,-0.992,normal
INC0093,2026-03-24T04:50:00,R-101,XMEAS(7),before,38.431,-0.108,normal
INC0093,2026-03-24T05:05:00,R-101,XMEAS(7),during,35.837,2.891,abnormal
INC0093,2026-03-24T05:20:00,R-101,XMEAS(7),after,24.315,-0.463,normal
INC0093,2026-03-24T04:50:00,R-101,XMEAS(8),before,66.723,0.504,normal
INC0093,2026-03-24T05:05:00,R-101,XMEAS(8),during,44.065,2.246,abnormal
INC0093,2026-03-24T05:20:00,R-101,XMEAS(8),after,87.949,0.083,normal
INC0093,2026-03-24T04:50:00,R-101,XMEAS(9),before,58.752,0.179,normal
INC0093,2026-03-24T05:05:00,R-101,XMEAS(9),during,77.288,3.529,abnormal
INC0093,2026-03-24T05:20:00,R-101,XMEAS(9),after,57.486,-0.163,normal
INC0093,2026-03-24T04:50:00,R-101,XMEAS(21),before,53.238,0.734,normal
INC0093,2026-03-24T05:05:00,R-101,XMEAS(21),during,53.338,3.599,abnormal
INC0093,2026-03-24T05:20:00,R-101,XMEAS(21),after,83.194,-0.842,normal
INC0094,2026-03-27T22:05:00,F-101,XMEAS(1),before,63.906,0.995,normal
INC0094,2026-03-27T22:20:00,F-101,XMEAS(1),during,38.052,3.518,abnormal
INC0094,2026-03-27T22:35:00,F-101,XMEAS(1),after,83.992,0.822,normal
INC0094,2026-03-27T22:05:00,F-101,XMV(3),before,47.167,-0.866,normal
INC0094,2026-03-27T22:20:00,F-101,XMV(3),during,42.829,2.776,abnormal
INC0094,2026-03-27T22:35:00,F-101,XMV(3),after,52.071,-0.448,normal
INC0095,2026-05-15T11:15:00,F-104,XMEAS(4),before,32.054,-0.054,normal
INC0095,2026-05-15T11:30:00,F-104,XMEAS(4),during,63.277,2.785,abnormal
INC0095,2026-05-15T11:45:00,F-104,XMEAS(4),after,48.12,0.362,normal
INC0095,2026-05-15T11:15:00,F-104,XMEAS(6),before,81.527,-0.208,normal
INC0095,2026-05-15T11:30:00,F-104,XMEAS(6),during,23.45,3.274,abnormal
INC0095,2026-05-15T11:45:00,F-104,XMEAS(6),after,38.801,-0.05,normal
INC0095,2026-05-15T11:15:00,F-104,XMV(4),before,43.651,-0.255,normal
INC0095,2026-05-15T11:30:00,F-104,XMV(4),during,41.766,3.449,abnormal
INC0095,2026-05-15T11:45:00,F-104,XMV(4),after,80.076,0.686,normal
INC0096,2026-05-29T12:50:00,CW-101,XMEAS(21),before,56.7,0.561,normal
INC0096,2026-05-29T13:05:00,CW-101,XMEAS(21),during,32.162,3.067,abnormal
INC0096,2026-05-29T13:20:00,CW-101,XMEAS(21),after,34.051,0.75,normal
INC0096,2026-05-29T12:50:00,CW-101,XMV(10),before,22.315,-0.885,normal
INC0096,2026-05-29T13:05:00,CW-101,XMV(10),during,45.226,2.186,abnormal
INC0096,2026-05-29T13:20:00,CW-101,XMV(10),after,45.785,-0.602,normal
INC0097,2026-03-28T10:00:00,CW-201,XMEAS(22),before,67.439,0.295,normal
INC0097,2026-03-28T10:15:00,CW-201,XMEAS(22),during,48.666,2.557,abnormal
INC0097,2026-03-28T10:30:00,CW-201,XMEAS(22),after,74.621,-0.96,normal
INC0097,2026-03-28T10:00:00,CW-201,XMV(11),before,20.623,0.535,normal
INC0097,2026-03-28T10:15:00,CW-201,XMV(11),during,65.316,3.65,abnormal
INC0097,2026-03-28T10:30:00,CW-201,XMV(11),after,20.592,0.202,normal
INC0098,2026-04-15T01:30:00,F-102,XMEAS(2),before,62.634,0.295,normal
INC0098,2026-04-15T01:45:00,F-102,XMEAS(2),during,27.567,2.607,abnormal
INC0098,2026-04-15T02:00:00,F-102,XMEAS(2),after,89.185,-0.872,normal
INC0098,2026-04-15T01:30:00,F-102,XMV(1),before,80.304,0.281,normal
INC0098,2026-04-15T01:45:00,F-102,XMV(1),during,69.777,2.544,abnormal
INC0098,2026-04-15T02:00:00,F-102,XMV(1),after,40.915,0.785,normal
INC0099,2026-03-30T12:30:00,CW-201,XMEAS(22),before,53.301,0.277,normal
INC0099,2026-03-30T12:45:00,CW-201,XMEAS(22),during,45.095,3.699,abnormal
INC0099,2026-03-30T13:00:00,CW-201,XMEAS(22),after,31.899,-0.4,normal
INC0099,2026-03-30T12:30:00,CW-201,XMV(11),before,59.077,0.315,normal
INC0099,2026-03-30T12:45:00,CW-201,XMV(11),during,52.955,2.599,abnormal
INC0099,2026-03-30T13:00:00,CW-201,XMV(11),after,70.763,0.482,normal
INC0100,2026-05-11T09:50:00,T-401,XMEAS(15),before,80.648,-0.059,normal
INC0100,2026-05-11T10:05:00,T-401,XMEAS(15),during,86.101,3.092,abnormal
INC0100,2026-05-11T10:20:00,T-401,XMEAS(15),after,82.26,-0.858,normal
INC0100,2026-05-11T09:50:00,T-401,XMEAS(16),before,80.725,0.001,normal
INC0100,2026-05-11T10:05:00,T-401,XMEAS(16),during,40.885,2.749,abnormal
INC0100,2026-05-11T10:20:00,T-401,XMEAS(16),after,79.797,-0.892,normal
INC0100,2026-05-11T09:50:00,T-401,XMEAS(17),before,34.021,-0.725,normal
INC0100,2026-05-11T10:05:00,T-401,XMEAS(17),during,59.858,2.796,abnormal
INC0100,2026-05-11T10:20:00,T-401,XMEAS(17),after,52.03,0.813,normal
INC0100,2026-05-11T09:50:00,T-401,XMEAS(18),before,70.097,-0.367,normal
INC0100,2026-05-11T10:05:00,T-401,XMEAS(18),during,54.131,3.424,abnormal
INC0100,2026-05-11T10:20:00,T-401,XMEAS(18),after,32.378,0.262,normal
INC0101,2026-01-02T01:00:00,F-101,XMEAS(1),before,72.979,0.784,normal
INC0101,2026-01-02T01:15:00,F-101,XMEAS(1),during,21.254,3.003,abnormal
INC0101,2026-01-02T01:30:00,F-101,XMEAS(1),after,71.352,-0.992,normal
INC0101,2026-01-02T01:00:00,F-101,XMV(3),before,81.389,-0.547,normal
INC0101,2026-01-02T01:15:00,F-101,XMV(3),during,27.19,2.631,abnormal
INC0101,2026-01-02T01:30:00,F-101,XMV(3),after,41.428,0.007,normal
INC0102,2026-05-21T19:45:00,F-102,XMEAS(2),before,61.278,0.468,normal
INC0102,2026-05-21T20:00:00,F-102,XMEAS(2),during,45.661,2.387,abnormal
INC0102,2026-05-21T20:15:00,F-102,XMEAS(2),after,22.615,0.301,normal
INC0102,2026-05-21T19:45:00,F-102,XMV(1),before,37.905,0.753,normal
INC0102,2026-05-21T20:00:00,F-102,XMV(1),during,23.401,3.009,abnormal
INC0102,2026-05-21T20:15:00,F-102,XMV(1),after,66.338,0.989,normal
INC0103,2026-01-09T11:15:00,F-104,XMEAS(4),before,27.344,0.661,normal
INC0103,2026-01-09T11:30:00,F-104,XMEAS(4),during,28.241,3.322,abnormal
INC0103,2026-01-09T11:45:00,F-104,XMEAS(4),after,27.438,-0.772,normal
INC0103,2026-01-09T11:15:00,F-104,XMEAS(6),before,33.982,-0.603,normal
INC0103,2026-01-09T11:30:00,F-104,XMEAS(6),during,56.62,2.547,abnormal
INC0103,2026-01-09T11:45:00,F-104,XMEAS(6),after,69.241,-0.597,normal
INC0103,2026-01-09T11:15:00,F-104,XMV(4),before,22.758,-0.409,normal
INC0103,2026-01-09T11:30:00,F-104,XMV(4),during,34.539,2.944,abnormal
INC0103,2026-01-09T11:45:00,F-104,XMV(4),after,43.142,0.866,normal
INC0104,2026-01-03T10:15:00,F-104,XMEAS(4),before,26.987,-0.071,normal
INC0104,2026-01-03T10:30:00,F-104,XMEAS(4),during,22.761,2.397,abnormal
INC0104,2026-01-03T10:45:00,F-104,XMEAS(4),after,76.112,-0.419,normal
INC0104,2026-01-03T10:15:00,F-104,XMEAS(6),before,71.698,-0.375,normal
INC0104,2026-01-03T10:30:00,F-104,XMEAS(6),during,73.074,2.261,abnormal
INC0104,2026-01-03T10:45:00,F-104,XMEAS(6),after,79.64,-0.908,normal
INC0104,2026-01-03T10:15:00,F-104,XMV(4),before,31.936,0.327,normal
INC0104,2026-01-03T10:30:00,F-104,XMV(4),during,50.64,2.708,abnormal
INC0104,2026-01-03T10:45:00,F-104,XMV(4),after,81.493,0.244,normal
INC0105,2026-03-05T20:30:00,F-102,XMEAS(2),before,32.688,0.357,normal
INC0105,2026-03-05T20:45:00,F-102,XMEAS(2),during,45.102,2.746,abnormal
INC0105,2026-03-05T21:00:00,F-102,XMEAS(2),after,67.912,-0.942,normal
INC0105,2026-03-05T20:30:00,F-102,XMV(1),before,88.141,0.677,normal
INC0105,2026-03-05T20:45:00,F-102,XMV(1),during,84.428,2.322,abnormal
INC0105,2026-03-05T21:00:00,F-102,XMV(1),after,48.79,-0.774,normal
INC0106,2026-01-12T00:55:00,F-101,XMEAS(1),before,30.985,0.287,normal
INC0106,2026-01-12T01:10:00,F-101,XMEAS(1),during,79.631,3.543,abnormal
INC0106,2026-01-12T01:25:00,F-101,XMEAS(1),after,25.241,0.739,normal
INC0106,2026-01-12T00:55:00,F-101,XMV(3),before,36.862,-0.017,normal
INC0106,2026-01-12T01:10:00,F-101,XMV(3),during,23.525,3.749,abnormal
INC0106,2026-01-12T01:25:00,F-101,XMV(3),after,65.032,-0.555,normal
INC0107,2026-05-20T15:50:00,R-101,XMEAS(7),before,59.363,0.78,normal
INC0107,2026-05-20T16:05:00,R-101,XMEAS(7),during,51.935,3.213,abnormal
INC0107,2026-05-20T16:20:00,R-101,XMEAS(7),after,77.772,-0.318,normal
INC0107,2026-05-20T15:50:00,R-101,XMEAS(8),before,79.102,0.633,normal
INC0107,2026-05-20T16:05:00,R-101,XMEAS(8),during,73.719,2.664,abnormal
INC0107,2026-05-20T16:20:00,R-101,XMEAS(8),after,70.166,0.2,normal
INC0107,2026-05-20T15:50:00,R-101,XMEAS(9),before,51.677,-0.273,normal
INC0107,2026-05-20T16:05:00,R-101,XMEAS(9),during,66.124,2.266,abnormal
INC0107,2026-05-20T16:20:00,R-101,XMEAS(9),after,44.86,-0.996,normal
INC0107,2026-05-20T15:50:00,R-101,XMEAS(21),before,75.994,0.267,normal
INC0107,2026-05-20T16:05:00,R-101,XMEAS(21),during,46.172,3.031,abnormal
INC0107,2026-05-20T16:20:00,R-101,XMEAS(21),after,82.781,-0.787,normal
INC0108,2026-01-25T05:30:00,R-101,XMEAS(7),before,78.623,0.853,normal
INC0108,2026-01-25T05:45:00,R-101,XMEAS(7),during,74.05,3.101,abnormal
INC0108,2026-01-25T06:00:00,R-101,XMEAS(7),after,66.092,-0.099,normal
INC0108,2026-01-25T05:30:00,R-101,XMEAS(8),before,29.425,0.912,normal
INC0108,2026-01-25T05:45:00,R-101,XMEAS(8),during,57.126,2.948,abnormal
INC0108,2026-01-25T06:00:00,R-101,XMEAS(8),after,85.472,-0.903,normal
INC0108,2026-01-25T05:30:00,R-101,XMEAS(9),before,53.805,0.678,normal
INC0108,2026-01-25T05:45:00,R-101,XMEAS(9),during,84.481,2.964,abnormal
INC0108,2026-01-25T06:00:00,R-101,XMEAS(9),after,60.499,-0.646,normal
INC0108,2026-01-25T05:30:00,R-101,XMEAS(21),before,28.987,0.461,normal
INC0108,2026-01-25T05:45:00,R-101,XMEAS(21),during,62.038,2.759,abnormal
INC0108,2026-01-25T06:00:00,R-101,XMEAS(21),after,55.288,0.765,normal
INC0109,2026-03-13T16:05:00,R-101,XMEAS(7),before,63.692,-0.598,normal
INC0109,2026-03-13T16:20:00,R-101,XMEAS(7),during,44.171,2.594,abnormal
INC0109,2026-03-13T16:35:00,R-101,XMEAS(7),after,88.693,0.345,normal
INC0109,2026-03-13T16:05:00,R-101,XMEAS(8),before,87.083,0.3,normal
INC0109,2026-03-13T16:20:00,R-101,XMEAS(8),during,68.602,2.957,abnormal
INC0109,2026-03-13T16:35:00,R-101,XMEAS(8),after,28.078,-0.355,normal
INC0109,2026-03-13T16:05:00,R-101,XMEAS(9),before,53.626,-0.296,normal
INC0109,2026-03-13T16:20:00,R-101,XMEAS(9),during,66.701,3.07,abnormal
INC0109,2026-03-13T16:35:00,R-101,XMEAS(9),after,72.351,-0.165,normal
INC0109,2026-03-13T16:05:00,R-101,XMEAS(21),before,40.015,0.683,normal
INC0109,2026-03-13T16:20:00,R-101,XMEAS(21),during,76.581,3.54,abnormal
INC0109,2026-03-13T16:35:00,R-101,XMEAS(21),after,21.769,0.045,normal
INC0110,2026-01-10T07:15:00,CW-201,XMEAS(22),before,71.764,0.736,normal
INC0110,2026-01-10T07:30:00,CW-201,XMEAS(22),during,71.969,3.57,abnormal
INC0110,2026-01-10T07:45:00,CW-201,XMEAS(22),after,36.632,0.123,normal
INC0110,2026-01-10T07:15:00,CW-201,XMV(11),before,75.918,0.569,normal
INC0110,2026-01-10T07:30:00,CW-201,XMV(11),during,66.515,2.589,abnormal
INC0110,2026-01-10T07:45:00,CW-201,XMV(11),after,47.129,0.853,normal
INC0111,2026-04-05T10:45:00,CW-101,XMEAS(21),before,39.538,-0.919,normal
INC0111,2026-04-05T11:00:00,CW-101,XMEAS(21),during,31.265,2.549,abnormal
INC0111,2026-04-05T11:15:00,CW-101,XMEAS(21),after,20.395,0.692,normal
INC0111,2026-04-05T10:45:00,CW-101,XMV(10),before,85.625,-0.067,normal
INC0111,2026-04-05T11:00:00,CW-101,XMV(10),during,85.004,2.168,abnormal
INC0111,2026-04-05T11:15:00,CW-101,XMV(10),after,74.156,0.194,normal
INC0112,2026-05-25T03:15:00,R-101,XMEAS(7),before,81.838,-0.301,normal
INC0112,2026-05-25T03:30:00,R-101,XMEAS(7),during,43.175,3.228,abnormal
INC0112,2026-05-25T03:45:00,R-101,XMEAS(7),after,86.522,-0.413,normal
INC0112,2026-05-25T03:15:00,R-101,XMEAS(8),before,53.24,0.237,normal
INC0112,2026-05-25T03:30:00,R-101,XMEAS(8),during,72.649,3.054,abnormal
INC0112,2026-05-25T03:45:00,R-101,XMEAS(8),after,28.031,0.299,normal
INC0112,2026-05-25T03:15:00,R-101,XMEAS(9),before,36.824,-0.308,normal
INC0112,2026-05-25T03:30:00,R-101,XMEAS(9),during,84.303,3.192,abnormal
INC0112,2026-05-25T03:45:00,R-101,XMEAS(9),after,22.791,-0.512,normal
INC0112,2026-05-25T03:15:00,R-101,XMEAS(21),before,46.696,0.771,normal
INC0112,2026-05-25T03:30:00,R-101,XMEAS(21),during,27.936,3.454,abnormal
INC0112,2026-05-25T03:45:00,R-101,XMEAS(21),after,70.678,-0.487,normal
INC0113,2026-03-30T11:30:00,F-104,XMEAS(4),before,64.066,-0.578,normal
INC0113,2026-03-30T11:45:00,F-104,XMEAS(4),during,67.978,2.462,abnormal
INC0113,2026-03-30T12:00:00,F-104,XMEAS(4),after,34.391,0.671,normal
INC0113,2026-03-30T11:30:00,F-104,XMEAS(6),before,81.505,0.657,normal
INC0113,2026-03-30T11:45:00,F-104,XMEAS(6),during,50.467,3.36,abnormal
INC0113,2026-03-30T12:00:00,F-104,XMEAS(6),after,25.048,0.634,normal
INC0113,2026-03-30T11:30:00,F-104,XMV(4),before,21.663,0.372,normal
INC0113,2026-03-30T11:45:00,F-104,XMV(4),during,22.652,3.319,abnormal
INC0113,2026-03-30T12:00:00,F-104,XMV(4),after,32.459,-0.854,normal
INC0114,2026-04-06T10:45:00,F-102,XMEAS(2),before,27.429,0.856,normal
INC0114,2026-04-06T11:00:00,F-102,XMEAS(2),during,41.095,3.438,abnormal
INC0114,2026-04-06T11:15:00,F-102,XMEAS(2),after,73.569,-0.827,normal
INC0114,2026-04-06T10:45:00,F-102,XMV(1),before,47.658,-0.125,normal
INC0114,2026-04-06T11:00:00,F-102,XMV(1),during,53.179,3.223,abnormal
INC0114,2026-04-06T11:15:00,F-102,XMV(1),after,29.547,0.067,normal
INC0115,2026-05-17T05:30:00,R-101,XMEAS(7),before,25.959,0.095,normal
INC0115,2026-05-17T05:45:00,R-101,XMEAS(7),during,71.9,2.457,abnormal
INC0115,2026-05-17T06:00:00,R-101,XMEAS(7),after,34.822,0.452,normal
INC0115,2026-05-17T05:30:00,R-101,XMEAS(8),before,79.602,0.811,normal
INC0115,2026-05-17T05:45:00,R-101,XMEAS(8),during,32.879,2.342,abnormal
INC0115,2026-05-17T06:00:00,R-101,XMEAS(8),after,37.692,0.234,normal
INC0115,2026-05-17T05:30:00,R-101,XMEAS(9),before,66.968,-0.771,normal
INC0115,2026-05-17T05:45:00,R-101,XMEAS(9),during,23.807,3.064,abnormal
INC0115,2026-05-17T06:00:00,R-101,XMEAS(9),after,89.305,0.502,normal
INC0115,2026-05-17T05:30:00,R-101,XMEAS(21),before,65.127,0.098,normal
INC0115,2026-05-17T05:45:00,R-101,XMEAS(21),during,67.018,2.224,abnormal
INC0115,2026-05-17T06:00:00,R-101,XMEAS(21),after,33.819,-0.499,normal
INC0116,2026-03-25T08:55:00,K-501,XMEAS(5),before,42.143,-0.271,normal
INC0116,2026-03-25T09:10:00,K-501,XMEAS(5),during,20.338,2.828,abnormal
INC0116,2026-03-25T09:25:00,K-501,XMEAS(5),after,35.507,-0.508,normal
INC0116,2026-03-25T08:55:00,K-501,XMEAS(20),before,50.529,0.48,normal
INC0116,2026-03-25T09:10:00,K-501,XMEAS(20),during,29.401,3.528,abnormal
INC0116,2026-03-25T09:25:00,K-501,XMEAS(20),after,81.452,0.466,normal
INC0116,2026-03-25T08:55:00,K-501,XMV(5),before,45.112,-0.074,normal
INC0116,2026-03-25T09:10:00,K-501,XMV(5),during,58.617,2.619,abnormal
INC0116,2026-03-25T09:25:00,K-501,XMV(5),after,62.464,-0.648,normal
INC0117,2026-05-27T19:30:00,F-102,XMEAS(2),before,74.05,-0.553,normal
INC0117,2026-05-27T19:45:00,F-102,XMEAS(2),during,40.37,3.346,abnormal
INC0117,2026-05-27T20:00:00,F-102,XMEAS(2),after,55.729,-0.071,normal
INC0117,2026-05-27T19:30:00,F-102,XMV(1),before,55.152,-0.206,normal
INC0117,2026-05-27T19:45:00,F-102,XMV(1),during,79.359,3.227,abnormal
INC0117,2026-05-27T20:00:00,F-102,XMV(1),after,62.983,0.613,normal
INC0118,2026-05-10T11:05:00,F-101,XMEAS(1),before,45.288,0.815,normal
INC0118,2026-05-10T11:20:00,F-101,XMEAS(1),during,51.825,2.898,abnormal
INC0118,2026-05-10T11:35:00,F-101,XMEAS(1),after,88.641,-0.907,normal
INC0118,2026-05-10T11:05:00,F-101,XMV(3),before,69.262,-0.352,normal
INC0118,2026-05-10T11:20:00,F-101,XMV(3),during,78.075,2.986,abnormal
INC0118,2026-05-10T11:35:00,F-101,XMV(3),after,38.432,0.67,normal
INC0119,2026-04-08T12:50:00,T-401,XMEAS(15),before,50.793,0.764,normal
INC0119,2026-04-08T13:05:00,T-401,XMEAS(15),during,56.018,2.491,abnormal
INC0119,2026-04-08T13:20:00,T-401,XMEAS(15),after,30.517,-0.438,normal
INC0119,2026-04-08T12:50:00,T-401,XMEAS(16),before,62.141,-0.685,normal
INC0119,2026-04-08T13:05:00,T-401,XMEAS(16),during,66.278,3.489,abnormal
INC0119,2026-04-08T13:20:00,T-401,XMEAS(16),after,43.116,-0.171,normal
INC0119,2026-04-08T12:50:00,T-401,XMEAS(17),before,67.266,-0.773,normal
INC0119,2026-04-08T13:05:00,T-401,XMEAS(17),during,61.355,2.914,abnormal
INC0119,2026-04-08T13:20:00,T-401,XMEAS(17),after,48.763,0.295,normal
INC0119,2026-04-08T12:50:00,T-401,XMEAS(18),before,28.952,-0.513,normal
INC0119,2026-04-08T13:05:00,T-401,XMEAS(18),during,29.431,3.107,abnormal
INC0119,2026-04-08T13:20:00,T-401,XMEAS(18),after,82.356,0.025,normal
INC0120,2026-01-10T18:50:00,CW-201,XMEAS(22),before,32.732,0.641,normal
INC0120,2026-01-10T19:05:00,CW-201,XMEAS(22),during,38.516,3.221,abnormal
INC0120,2026-01-10T19:20:00,CW-201,XMEAS(22),after,43.987,0.448,normal
INC0120,2026-01-10T18:50:00,CW-201,XMV(11),before,61.342,-0.093,normal
INC0120,2026-01-10T19:05:00,CW-201,XMV(11),during,46.982,2.491,abnormal
